song_name,song_popularity,song_duration_ms,song_danceability,energy,key,loudness,mode,speechiness,acousticness,instrumentalness,liveness,valence,tempo,time_signature
Gangsta,72,190153,0.791,0.687,1,-6.279,1,0.104,0.00665,2.12E-06,0.0986,0.513,130.154,4
Saiyyan,70,343906,0.473,0.562,0,-8.624,1,0.0451,0.65,0.000117,0.12,0.316,74.653,3
Schedule,72,148376,0.826,0.581,3,-6.425,0,0.21,0.518,2.49E-06,0.0703,0.787,92.434,4
Nira Ishq,69,181514,0.703,0.609,11,-7.3,0,0.0444,0.111,0,0.0515,0.696,89.929,4
Ik Tera,69,160768,0.826,0.712,11,-5.219,0,0.0727,0.095,0,0.105,0.49,93.029,4
"Nain Ta Heere (From ""Jugjugg Jeeyo"")",71,216328,0.69,0.575,11,-5.763,0,0.124,0.345,0,0.309,0.509,87.967,4
Shana Bann,66,228112,0.674,0.514,5,-10.956,1,0.227,0.0126,0,0.158,0.192,99.901,4
Basti Ka Hasti,67,195428,0.726,0.624,9,-7.741,1,0.382,0.156,0,0.601,0.421,139.594,4
East Side Flow,66,224211,0.767,0.867,4,-2.931,0,0.247,0.109,0,0.155,0.786,151.965,4
Kannazhaga - The Kiss of Love,67,205946,0.574,0.496,8,-7.153,0,0.0277,0.431,0,0.399,0.61,109.935,4
SYL,69,249662,0.628,0.703,10,-4.27,0,0.0812,0.0263,0,0.26,0.594,99.783,4
Kaam 25 - Sacred Games,66,149524,0.484,0.948,1,-4.296,0,0.451,0.0473,0,0.0565,0.686,125.645,5
Outlaw,68,179375,0.727,0.672,1,-4.782,0,0.0426,0.181,0,0.189,0.135,94.006,4
US (feat. Raja Kumari),67,230068,0.524,0.601,8,-6.112,0,0.0404,0.663,0,0.114,0.598,72.048,4
Sakhiyan2.0,68,177694,0.817,0.715,9,-5.13,1,0.0484,0.183,0,0.214,0.398,100.002,4
These Days (feat. Bohemia),70,209230,0.73,0.748,6,-4.371,0,0.152,0.0936,0,0.282,0.694,155.861,4
STAY (with Justin Bieber),86,141805,0.591,0.764,1,-5.484,1,0.0483,0.0383,0,0.103,0.478,169.928,4
Ishqam,70,194418,0.735,0.839,10,-4.263,0,0.0381,0.129,0,0.41,0.609,100.017,4
Untouchable,69,153210,0.658,0.603,2,-6.552,0,0.0676,0.472,0,0.124,0.519,146.864,4
Pablo Sandhanam - Background Score,68,45055,0.843,0.579,1,-7.505,1,0.352,0.278,0.0174,0.384,0.395,141.73,4
Tum Hi Ho Bandhu,71,283693,0.715,0.89,11,-5.438,0,0.051,0.00111,0.000837,0.0297,0.891,134.994,4
"Naan Pizhai (From ""Kaathuvaakula Rendu Kaadhal"")",69,243570,0.401,0.488,2,-8.417,1,0.0288,0.6,0,0.124,0.455,149.951,3
"Nadiyon Paar (Let the Music Play Again) (From ""Roohi"")",69,164045,0.875,0.846,7,-5.276,1,0.0716,0.137,1.15E-05,0.123,0.697,114.981,4
"Beast Mode (From ""Beast"")",66,220350,0.584,0.847,2,-5.106,1,0.0933,0.00105,0.000525,0.333,0.371,170.983,4
Adi Penne,68,301862,0.591,0.648,7,-7.556,0,0.0392,0.449,0,0.382,0.423,107.978,1
Kanave Kanave,70,284784,0.47,0.513,9,-10.076,0,0.0294,0.373,6.50E-06,0.123,0.477,95.015,1
Idhazhin Oram - The Innocence of Love,69,204866,0.65,0.783,7,-6.197,0,0.0377,0.22,3.71E-06,0.182,0.302,109.959,4
Po Nee Po - The Pain of Love,68,251786,0.549,0.619,4,-6.924,0,0.0344,0.372,7.67E-06,0.146,0.407,90.034,4
One Dance,66,173973,0.788,0.605,1,-5.586,1,0.0578,0.00899,0.00275,0.318,0.427,103.94,4
Gangsta's Paradise,89,240693,0.647,0.514,8,-10.05,1,0.0593,0.0655,0,0.398,0.386,79.975,4
It's You,80,212606,0.732,0.463,11,-6.972,0,0.0287,0.374,0,0.194,0.397,95.971,4
Liggi,68,181176,0.786,0.667,5,-8.272,1,0.054,0.0112,0.053,0.074,0.688,102.046,4
Ek Raat,67,224040,0.645,0.534,4,-5.428,0,0.0306,0.147,4.30E-06,0.0858,0.302,90.024,4
Aaja We Mahiya,68,232066,0.639,0.594,10,-6.497,1,0.0347,0.131,0,0.119,0.378,80.034,4
Moon Rise,66,174056,0.756,0.713,3,-6.91,0,0.122,0.365,0.000153,0.228,0.597,92.039,4
Jaadugar,66,192000,0.674,0.566,5,-8.551,0,0.0802,0.77,0,0.181,0.186,95.045,4
SAD!,83,166605,0.74,0.613,8,-4.88,1,0.145,0.258,0.00372,0.123,0.473,75.023,4
Udd Gaye,67,180413,0.595,0.817,11,-6.187,0,0.0474,0.000712,0.0386,0.142,0.483,144.961,4
Ilzaam (From the Album 'Industry'),67,247374,0.697,0.66,10,-5.459,0,0.0352,0.472,0,0.243,0.301,93.011,4
Gustakhiyan,67,152727,0.824,0.589,4,-4.961,0,0.39,0.257,0,0.254,0.565,88.027,4
Pablo,66,279120,0.731,0.73,2,-6.302,1,0.123,0.411,0,0.052,0.503,79.999,4
Sift,67,118762,0.767,0.745,1,-6.144,1,0.0589,0.45,0,0.281,0.448,97.076,4
Ykwim,67,194857,0.837,0.575,5,-7.971,0,0.127,0.0361,7.23E-06,0.457,0.655,105.015,4
Arrogant,68,102315,0.751,0.739,1,-6.977,0,0.045,0.2,0,0.0926,0.405,95.003,4
No Competition,67,205500,0.868,0.635,10,-6.352,0,0.227,0.164,0,0.0898,0.621,90.019,4
Sarkar,66,210116,0.69,0.399,8,-11.202,1,0.0576,0.202,0,0.247,0.311,89.975,4
Paani Paani,66,174002,0.886,0.579,0,-7.231,1,0.209,0.236,4.23E-06,0.0586,0.427,105.028,4
Satisfya,70,180056,0.726,0.652,1,-7.764,0,0.11,0.00451,3.32E-05,0.226,0.803,163.879,4
Bom Diggy Diggy,69,238530,0.782,0.827,11,-4.219,0,0.0627,0.159,0,0.226,0.498,104.032,4
Teri Khair Mangdi,67,225273,0.718,0.58,2,-5.149,0,0.028,0.602,0,0.196,0.31,97.979,4
Kyun Dhunde,66,70434,0.711,0.346,7,-10.162,1,0.0291,0.766,0,0.212,0.771,91.993,4
Invincible (feat. Stefflon Don),66,244444,0.774,0.672,2,-4.351,1,0.0621,0.276,1.82E-05,0.111,0.307,107.956,4
Celebrity Killer (feat. Tion Wayne),66,203333,0.714,0.72,2,-4.722,1,0.136,0.102,0,0.344,0.592,143.877,4
MONTERO (Call Me By Your Name),83,137704,0.593,0.503,8,-6.725,0,0.22,0.293,0,0.405,0.71,178.781,4
MAJHE AALE,66,170322,0.871,0.496,10,-9.29,1,0.0721,0.035,2.83E-05,0.0742,0.287,93.033,4
Bitch I'm Back,66,230400,0.71,0.772,9,-4.496,0,0.103,0.203,0,0.853,0.789,149.829,4
Freestyle,68,175714,0.733,0.812,5,-3.505,0,0.272,0.0872,0,0.136,0.535,167.995,4
"Two Two Two (From ""Kaathuvaakula Rendu Kaadhal"")",66,176345,0.821,0.69,1,-4.981,1,0.187,0.0202,0.00398,0.199,0.648,140.171,4
Proper Patola,68,178604,0.77,0.824,1,-6.491,0,0.0851,0.485,0,0.318,0.49,172.006,4
Oh Penne,66,276400,0.483,0.65,7,-6.752,0,0.0349,0.573,2.97E-05,0.228,0.637,94.988,4
Signed to God,66,147741,0.833,0.67,7,-7.313,1,0.194,0.046,0,0.0468,0.7,92.991,4
Neeyum Naanum Anbe,66,285250,0.467,0.826,4,-3.885,0,0.049,0.298,0,0.204,0.417,160.025,4
Unforgettable,82,233901,0.726,0.769,6,-5.043,1,0.123,0.0293,0.0101,0.104,0.733,97.985,4
Moonlight,83,135090,0.921,0.537,9,-5.723,0,0.0804,0.556,0.00404,0.102,0.711,128.009,4
BIBA,66,216216,0.758,0.573,6,-6.221,0,0.0428,0.0888,0.000677,0.0834,0.284,110.983,4
Nakhre,67,194676,0.524,0.632,10,-7.285,0,0.0785,0.255,0,0.277,0.416,169.989,4
Dirty Little Secret,67,183092,0.868,0.572,0,-6.217,0,0.112,0.101,0,0.103,0.485,96.985,4
Baaraat,66,222096,0.678,0.449,4,-9.379,0,0.0869,0.477,0,0.536,0.606,100.033,4
Without Me,88,290320,0.908,0.669,7,-2.827,1,0.0738,0.00286,0,0.237,0.662,112.238,4
Baari,66,235297,0.658,0.539,3,-7.043,1,0.0433,0.857,1.45E-06,0.0999,0.461,80.088,4
"Garmi (From ""Street Dancer 3D"") (feat. Varun Dhawan)",67,182738,0.788,0.87,9,-5.217,1,0.177,0.123,1.43E-05,0.0692,0.884,109.974,4
Oouuu,67,147200,0.779,0.693,8,-6.033,0,0.0885,0.0832,0,0.0874,0.469,150.019,4
Mask Off,83,204600,0.833,0.434,2,-8.795,1,0.431,0.0102,0.0219,0.165,0.281,150.062,4
Jocelyn Flores,84,119133,0.872,0.391,0,-9.144,0,0.242,0.469,4.13E-06,0.297,0.437,134.021,4
Choo Lo,67,233630,0.512,0.695,4,-6.349,1,0.0271,0.0265,0.00815,0.146,0.351,145.957,4
Jimmy Cooks (feat. 21 Savage),91,218364,0.529,0.673,0,-4.711,1,0.175,0.000307,2.41E-06,0.093,0.366,165.921,4
Dheere Dheere,66,212412,0.73,0.58,0,-7.976,1,0.124,0.0399,2.48E-05,0.0703,0.55,167.915,4
Astronaut In The Ocean,79,132780,0.778,0.695,4,-6.865,0,0.0913,0.175,0,0.15,0.472,149.996,4
Droptop,66,141176,0.899,0.479,2,-10.432,1,0.272,0.0126,0,0.142,0.309,85.005,4
The Real Slim Shady,87,284200,0.949,0.661,5,-4.244,0,0.0572,0.0302,0,0.0454,0.76,104.504,4
God's Plan,84,198973,0.754,0.449,7,-9.211,1,0.109,0.0332,8.29E-05,0.552,0.357,77.169,4
Old Town Road,77,113000,0.907,0.53,1,-6.112,1,0.127,0.0578,2.23E-06,0.101,0.507,135.998,4
Look At Me!,82,126345,0.763,0.726,1,-6.405,1,0.282,0.259,0,0.0976,0.349,139.059,4
MONTERO (Call Me By Your Name),79,137875,0.61,0.508,8,-6.682,0,0.152,0.297,0,0.384,0.758,178.818,4
Majhail,66,175187,0.811,0.844,8,-4.395,1,0.0898,0.31,0,0.731,0.889,93.48,4
STAR WALKIN' (League of Legends Worlds Anthem),90,210575,0.637,0.715,2,-4.971,0,0.0455,0.148,0,0.0892,0.308,141.872,4
That That (prod. & feat. SUGA of BTS),81,174646,0.905,0.962,4,-3.197,1,0.0856,0.0299,0,0.0272,0.906,129.969,4
INDUSTRY BABY (feat. Jack Harlow),81,212352,0.741,0.691,10,-7.395,0,0.0672,0.0221,0,0.0476,0.892,150.087,4
Till I Collapse,86,297786,0.548,0.847,1,-3.237,1,0.186,0.0622,0,0.0816,0.1,171.447,4
One Dance,85,173986,0.792,0.625,1,-5.609,1,0.0536,0.00776,0.0018,0.329,0.37,103.967,4
Stan,85,404106,0.78,0.768,6,-4.325,0,0.238,0.0371,2.34E-06,0.518,0.507,80.063,4
Goosebumps - Remix,81,162802,0.841,0.593,1,-7.846,1,0.0379,0.418,0,0.124,0.808,124.917,4
Godzilla (feat. Juice WRLD),83,210800,0.808,0.745,10,-5.26,0,0.342,0.145,0,0.292,0.829,165.995,4
All The Stars (with SZA),83,232186,0.698,0.633,8,-4.946,1,0.0597,0.0605,0.000194,0.0926,0.552,96.924,4
About Damn Time,89,191822,0.836,0.743,10,-6.305,0,0.0656,0.0995,0,0.335,0.722,108.966,4
Voodoo (with J Balvin & Tainy),68,198130,0.797,0.782,3,-4.658,0,0.0504,0.00335,0,0.138,0.503,99.999,4
Not Afraid,81,248133,0.855,0.954,0,-1.19,0,0.264,0.529,0,0.205,0.668,114.635,5
Life Goes On,79,161803,0.7,0.49,0,-5.187,1,0.076,0.186,0,0.117,0.569,79.982,4
Love The Way You Lie,83,263373,0.749,0.925,10,-5.034,1,0.227,0.241,0,0.52,0.641,86.989,4
Betty (Get Money),87,146470,0.723,0.772,1,-6.784,1,0.0792,0.00524,1.15E-05,0.367,0.58,102.004,4
Money Rain - Phonk Remix,77,150941,0.936,0.791,6,-3.605,1,0.235,0.355,0.00628,0.168,0.746,102.02,4
No Role Modelz,88,292799,0.69,0.521,10,-8.492,0,0.339,0.324,0,0.0534,0.494,100.028,4
the remedy for a broken heart (why am I so in love),79,160184,0.699,0.304,1,-11.192,1,0.0993,0.779,0.000993,0.137,0.271,119.705,4
HIGHEST IN THE ROOM,82,175720,0.598,0.427,7,-8.764,0,0.0317,0.0546,5.83E-06,0.21,0.0605,76.469,4
Super Freaky Girl,92,170977,0.95,0.891,2,-2.653,1,0.241,0.0645,1.77E-05,0.309,0.912,133.01,4
Old Town Road - Remix,79,157066,0.878,0.619,6,-5.56,1,0.102,0.0533,0,0.113,0.639,136.041,4
HUMBLE.,84,177000,0.908,0.621,1,-6.638,0,0.102,0.000282,5.39E-05,0.0958,0.421,150.011,4
First Class,86,173947,0.905,0.563,8,-6.135,1,0.102,0.0254,9.71E-06,0.113,0.324,106.998,4
Him & I (with Halsey),79,268866,0.589,0.731,2,-6.343,1,0.0868,0.0534,0,0.308,0.191,87.908,4
Superman,86,350320,0.802,0.755,4,-3.138,0,0.0564,0.0215,0,0.295,0.58,130.027,4
goosebumps,84,243836,0.841,0.728,7,-3.37,1,0.0484,0.0847,0,0.149,0.43,130.049,4
Thousand Miles,81,164781,0.376,0.657,7,-4.658,1,0.0768,0.0858,0,0.0884,0.203,80.565,4
WITHOUT YOU,80,161384,0.662,0.413,0,-7.357,1,0.0299,0.213,0,0.134,0.467,93.005,4
Venom - Music From The Motion Picture,74,269573,0.75,0.789,0,-5.058,1,0.0647,0.0148,0,0.501,0.467,135.954,4
Eenie Meenie,75,201946,0.72,0.607,1,-4.168,1,0.0322,0.0543,0,0.113,0.828,121.223,4
Space Cadet (feat. Gunna),81,203266,0.901,0.464,5,-9.789,0,0.0645,0.368,1.71E-05,0.238,0.638,109.004,4
Fed Up,76,151625,0.849,0.758,8,-7.498,1,0.256,0.499,0.695,0.147,0.0684,115.058,4
Rap God,78,363521,0.708,0.843,7,-2.66,1,0.314,0.397,0,0.799,0.625,148.14,4
N95,83,195950,0.79,0.67,1,-5.527,1,0.105,0.377,2.32E-06,0.119,0.408,139.956,4
Fuck Love (feat. Trippie Redd),83,146520,0.797,0.533,0,-9.74,0,0.0412,0.0172,0.000152,0.103,0.329,131.036,4
In Da Club,83,193466,0.899,0.713,6,-2.752,0,0.366,0.255,0,0.0708,0.777,90.051,4
"Quevedo: Bzrp Music Sessions, Vol. 52",99,198937,0.621,0.782,2,-5.548,1,0.044,0.0125,0.033,0.23,0.55,128.033,4
Fair Trade (with Travis Scott),83,291175,0.666,0.465,1,-8.545,1,0.26,0.0503,0,0.215,0.292,167.937,4
Die Hard,82,239026,0.775,0.736,1,-8.072,0,0.247,0.319,0.00116,0.127,0.362,100.988,4
WAIT FOR U (feat. Drake & Tems),89,189893,0.463,0.642,1,-4.474,1,0.34,0.314,0,0.0686,0.339,83.389,4
SICKO MODE,83,312820,0.834,0.73,8,-3.714,1,0.222,0.00513,0,0.124,0.446,155.008,4
Praise The Lord (Da Shine) (feat. Skepta),82,205040,0.854,0.569,5,-8.151,0,0.106,0.0609,0.0816,0.1,0.294,80.015,4
Face Off,73,219802,0.693,0.935,8,-4.323,1,0.224,0.18,0,0.179,0.391,80.882,4
She Knows (feat. Amber Coffman & Cults),82,296520,0.766,0.74,1,-10.363,1,0.0807,0.0193,0.0784,0.229,0.183,118.008,4
Ex Bitch,73,121671,0.835,0.462,7,-6.227,1,0.155,0.513,0,0.0875,0.702,78.99,4
Still D.R.E.,84,270586,0.816,0.775,11,-3.323,1,0.234,0.16,0.00031,0.0543,0.527,93.431,4
The Search,74,248040,0.789,0.786,2,-4.788,1,0.297,0.596,0,0.0997,0.39,119.957,4
Danza Kuduro,74,198786,0.699,0.917,0,-4.897,1,0.115,0.078,0,0.065,0.889,130.04,4
"Lose Yourself - From ""8 Mile"" Soundtrack",79,322226,0.686,0.735,2,-4.616,1,0.264,0.00921,0.00066,0.342,0.0596,171.355,4
Closer,84,244960,0.748,0.524,8,-5.599,1,0.0338,0.414,0,0.111,0.661,95.01,4
Goosebumps - Remix,81,162802,0.841,0.593,1,-7.846,1,0.0379,0.418,0,0.124,0.808,124.917,4
One Kiss (with Dua Lipa),89,214846,0.791,0.862,9,-3.24,0,0.11,0.037,2.19E-05,0.0814,0.592,123.994,4
On My Way,74,193797,0.509,0.689,1,-4.929,0,0.102,0.0209,0,0.301,0.297,170.087,4
Happier,83,214289,0.687,0.792,5,-2.749,1,0.0452,0.191,0,0.167,0.671,100.015,4
FRIENDS,79,202620,0.626,0.88,9,-2.384,0,0.0504,0.205,0,0.128,0.534,95.079,4
Headlights (feat. KIDDO),70,158400,0.626,0.754,2,-6.217,0,0.0269,0.00998,0.00404,0.157,0.317,100.015,4
It Ain't Me (with Selena Gomez),77,220780,0.64,0.533,0,-6.596,1,0.0706,0.119,0,0.0864,0.515,99.968,4
Takeaway,75,209880,0.528,0.511,3,-8.144,1,0.0324,0.126,0,0.101,0.351,100.1,4
In the Name of Love,79,195706,0.501,0.519,4,-5.88,0,0.0409,0.109,0,0.454,0.168,133.99,4
Moth To A Flame (with The Weeknd),83,234000,0.553,0.659,8,-7.295,1,0.0391,0.0027,0,0.105,0.105,120.146,4
Something Just Like This,85,247160,0.617,0.635,11,-6.769,0,0.0317,0.0498,1.44E-05,0.164,0.446,103.019,4
Don't Let Me Down,80,208373,0.532,0.869,11,-5.094,1,0.172,0.157,0.00508,0.136,0.422,159.803,4
2002,82,186986,0.697,0.683,1,-2.881,0,0.117,0.0372,0,0.137,0.603,96.133,4
Faded,80,212106,0.468,0.627,6,-5.085,1,0.0476,0.0281,7.97E-06,0.11,0.159,179.642,4
Ignite,71,210288,0.681,0.864,8,-4.3,0,0.116,0.0208,3.98E-06,0.192,0.479,90.008,4
Run Free,67,170562,0.727,0.69,7,-4.559,1,0.0345,0.202,3.27E-06,0.414,0.699,100.002,4
Lily,74,195840,0.423,0.634,6,-5.877,0,0.0578,0.196,0,0.189,0.467,150.978,4
Alone,74,160426,0.673,0.914,10,-3.962,1,0.0496,0.229,0.000478,0.186,0.183,97.021,4
Darkside,75,211680,0.43,0.606,4,-5.115,0,0.0431,0.131,0,0.173,0.123,169.988,4
SICKO MODE,83,312820,0.834,0.73,8,-3.714,1,0.222,0.00513,0,0.124,0.446,155.008,4
Hurts So Good,69,208728,0.675,0.609,7,-5.027,0,0.0586,0.084,0,0.0957,0.378,120.039,4
HIGHEST IN THE ROOM,82,175720,0.598,0.427,7,-8.764,0,0.0317,0.0546,5.83E-06,0.21,0.0605,76.469,4
Silence,81,180822,0.52,0.761,4,-3.093,1,0.0853,0.256,4.96E-06,0.17,0.286,141.971,4
goosebumps,84,243836,0.841,0.728,7,-3.37,1,0.0484,0.0847,0,0.149,0.43,130.049,4
This Is What You Came For,81,222160,0.631,0.927,9,-2.787,0,0.0332,0.199,0.119,0.148,0.465,123.962,4
Numb,87,155588,0.912,0.774,0,-4.673,0,0.0455,0.121,0.0127,0.101,0.632,119.966,4
Leave Before You Love Me (with Jonas Brothers),85,154983,0.721,0.738,7,-4.77,1,0.0403,0.00226,4.41E-06,0.118,0.637,119.976,4
Be Kind (with Halsey),77,172761,0.63,0.633,4,-7.088,1,0.0457,0.00776,0,0.0541,0.452,93.995,4
The Middle,80,184732,0.753,0.657,7,-3.061,1,0.0449,0.171,0,0.112,0.437,107.01,4
ily (i love you baby) (feat. Emilee),77,176546,0.674,0.774,11,-7.567,0,0.0892,0.0686,0.00188,0.393,0.33,112.05,4
Scared to Be Lonely,78,220883,0.584,0.54,1,-7.786,0,0.0576,0.0895,0,0.261,0.195,137.972,4
Goosebumps,75,163208,0.767,0.659,1,-7.429,1,0.0444,0.325,0,0.13,0.439,124.946,4
Roses - Imanbek Remix,81,176840,0.77,0.724,8,-5.484,1,0.0495,0.0167,0.0107,0.353,0.898,121.975,4
Lean On,73,176561,0.723,0.809,7,-3.081,0,0.0625,0.00346,0.00123,0.565,0.274,98.007,4
High,75,175163,0.601,0.787,0,-6.178,1,0.031,0.0492,0,0.142,0.525,134.981,4
Paris,74,221506,0.653,0.658,2,-6.428,1,0.0304,0.0215,1.66E-06,0.0939,0.219,99.99,4
Call You Mine,75,217640,0.585,0.696,4,-5.6,0,0.0307,0.204,0,0.344,0.522,104.01,4
More Than You Know,80,203000,0.646,0.741,5,-4.973,0,0.034,0.0275,0,0.312,0.571,123.077,4
The Motto,86,164818,0.754,0.763,7,-4.627,0,0.0435,0.0301,2.23E-05,0.0901,0.464,117.953,4
Dancin - Krono Remix,76,256000,0.751,0.727,10,-9.789,0,0.0304,0.0442,0.0338,0.1,0.28,119.982,4
OK Not To Be OK,75,159862,0.743,0.837,1,-5.025,0,0.0649,0.0172,0,0.0743,0.263,103.072,4
Play,70,167976,0.52,0.798,6,-5.498,0,0.0391,0.101,0,0.0932,0.168,101.944,4
Rockabye (feat. Sean Paul & Anne-Marie),75,251088,0.72,0.763,9,-4.068,0,0.0523,0.406,0,0.18,0.742,101.965,4
Belly Dancer,87,151475,0.845,0.797,1,-4.984,1,0.139,0.0582,5.57E-06,0.167,0.422,121.985,4
Rockstar,70,212280,0.771,0.826,11,-3.978,1,0.0604,0.142,0.03,0.145,0.185,100.012,4
Where Are You Now,88,148197,0.671,0.636,6,-8.117,0,0.103,0.515,0.000411,0.172,0.262,120.966,4
Thunder,80,160000,0.67,0.896,1,-4.673,1,0.058,0.0342,3.21E-05,0.344,0.403,101.216,3
On My Way,66,193959,0.522,0.697,1,-5.288,0,0.103,0.0291,0,0.319,0.235,169.775,4
Sweet Dreams,75,138819,0.766,0.817,7,-4.253,1,0.035,0.0239,2.49E-06,0.159,0.43,125.033,4
The Spectre,72,193787,0.654,0.711,1,-7.437,0,0.0383,0.0214,0.00191,0.0903,0.198,127.957,4
The Drum,71,189287,0.783,0.762,6,-4.727,1,0.0507,0.158,6.56E-05,0.092,0.33,127.993,4
All We Know,70,194080,0.662,0.586,0,-8.821,1,0.0307,0.097,0.00272,0.115,0.296,90,4
Stay,76,210090,0.69,0.622,5,-5.025,0,0.0622,0.253,0,0.116,0.544,102.04,4
Alone,73,273802,0.631,0.953,2,-3.739,1,0.0343,0.0241,0.0155,0.108,0.422,141.99,4
Lose Control,78,168387,0.598,0.526,10,-8.659,0,0.0415,0.129,0,0.14,0.529,123.935,4
Better Days (NEIKED x Mae Muller x Polo G),82,160656,0.717,0.671,0,-5.077,0,0.0337,0.0018,2.54E-06,0.0921,0.699,110.054,4
Faded,72,212626,0.589,0.651,6,-5.097,1,0.0306,0.0291,3.20E-06,0.111,0.166,90.011,4
Ferrari,90,186661,0.847,0.69,1,-7.877,0,0.0493,0.0127,6.00E-05,0.0526,0.692,125.004,4
Dancin (feat. Luvli) - Krono Remix,78,198053,0.72,0.741,10,-6.529,0,0.0287,0.101,1.41E-05,0.289,0.357,119.896,4
Rasputin,80,186209,0.758,0.913,6,-2.926,0,0.113,0.00364,6.92E-05,0.193,0.658,128.04,4
Hurts So Good,71,208728,0.672,0.625,7,-5.068,0,0.0468,0.0774,0,0.0934,0.423,120.038,4
Automatic (feat. Jake Miller),68,157472,0.6,0.529,8,-6.184,1,0.0277,0.239,2.35E-05,0.099,0.371,134.966,4
Man On The Moon,73,178625,0.668,0.816,4,-5.648,0,0.0367,0.0557,1.02E-06,0.197,0.5,129.971,4
Symphony (feat. Zara Larsson),76,212733,0.715,0.605,0,-5.128,0,0.0428,0.239,1.41E-05,0.189,0.454,122.956,4
Rockabye (feat. Sean Paul & Anne-Marie),72,251173,0.717,0.73,9,-4.729,0,0.0568,0.383,0,0.398,0.792,102.002,4
You,76,233386,0.691,0.695,0,-5.6,1,0.0367,0.0592,0,0.0647,0.514,106.064,4
Summer Days (feat. Macklemore & Patrick Stump of Fall Out Boy),74,163804,0.661,0.723,5,-6.976,0,0.0566,0.179,1.23E-05,0.14,0.316,113.778,4
This Feeling,73,197946,0.575,0.571,1,-7.906,1,0.0439,0.0558,0,0.0912,0.449,105.049,4
Here With Me,75,156346,0.791,0.565,5,-3.933,0,0.0439,0.0623,0,0.156,0.181,99.961,4
Somebody Like U,68,191098,0.616,0.691,9,-6.497,1,0.0621,0.156,0,0.177,0.207,124.957,4
End of Time,67,187560,0.81,0.7,4,-5.664,0,0.0399,0.267,6.69E-05,0.137,0.193,116.019,4
There for You,69,221904,0.611,0.644,6,-7.607,0,0.0553,0.124,0,0.124,0.13,105.969,4
Where Are Ü Now (with Justin Bieber),74,250285,0.432,0.781,4,-4.038,0,0.0567,0.041,4.21E-06,0.0789,0.197,139.432,4
Summer,82,222533,0.596,0.856,4,-3.556,0,0.0346,0.0211,0.0178,0.141,0.743,127.949,4
Love Tonight - David Guetta Remix Edit,81,158095,0.621,0.989,10,-4.225,0,0.0434,0.015,0.357,0.184,0.0348,126.002,4
Potion (with Dua Lipa & Young Thug),79,214459,0.824,0.697,11,-4.869,0,0.0473,0.158,4.11E-05,0.077,0.757,99.988,4
Something Just Like This,75,247626,0.607,0.649,11,-6.695,0,0.0362,0.0306,2.46E-05,0.174,0.505,102.996,4
Lush Life,78,201122,0.694,0.712,7,-3.923,0,0.046,0.132,0,0.211,0.799,98.023,4
Symphony (feat. Zara Larsson),75,212459,0.707,0.629,0,-4.581,0,0.0563,0.259,1.60E-05,0.138,0.457,122.863,4
Don't Be Shy,84,140500,0.77,0.787,11,-3.748,0,0.0583,0.198,0,0.262,0.513,119.986,4
Who Do You Love,72,226733,0.51,0.846,3,-4.595,1,0.0461,0.0101,0,0.208,0.475,139.927,4
Get Lucky (feat. Pharrell Williams & Nile Rodgers) - Radio Edit,82,248413,0.794,0.811,6,-8.966,0,0.038,0.0426,1.07E-06,0.101,0.862,116.047,4
Outside (feat. Ellie Goulding),79,227266,0.646,0.823,2,-4.123,0,0.0394,0.213,0,0.322,0.418,128.035,4
Woke Up in Love,80,216873,0.643,0.585,2,-5.994,1,0.0369,0.225,0,0.0927,0.188,106.015,4
Mama,74,184133,0.738,0.794,11,-4.118,0,0.0416,0.101,0,0.0533,0.566,104.014,4
Don’t Wake Me Up,76,188894,0.621,0.747,11,-5.084,1,0.0337,0.222,0.000194,0.147,0.426,124.015,4
Words (feat. Zara Larsson),85,142677,0.739,0.586,10,-5.079,0,0.0472,0.0245,0.000252,0.308,0.444,124.026,4
Extremes,73,149508,0.618,0.678,8,-6.307,0,0.0646,0.00361,0,0.0693,0.394,122.212,4
Our Song,71,163733,0.572,0.759,2,-4.312,1,0.0506,0.127,0,0.224,0.519,80.95,4
When I’m Gone (with Katy Perry),80,161266,0.685,0.886,0,-4.179,1,0.034,0.028,0,0.481,0.615,125.034,4
21 Reasons (feat. Ella Henderson),83,155253,0.621,0.785,6,-4.499,1,0.11,0.0165,5.92E-06,0.0512,0.779,123.96,4
Strongest (Alan Walker Remix),66,210285,0.722,0.787,0,-4.013,1,0.0734,0.0785,6.46E-06,0.124,0.852,92.022,4
The Business,82,164000,0.798,0.62,8,-7.079,0,0.232,0.414,0.0192,0.112,0.235,120.031,4
Don't You Worry Child - Radio Edit,80,212862,0.612,0.84,11,-3.145,0,0.0509,0.112,0,0.116,0.438,129.042,4
iPad,69,202406,0.665,0.628,2,-6.297,1,0.026,0.00502,2.02E-05,0.0947,0.551,121.979,4
My Heart Goes (La Di Da) (feat. Topic),75,148960,0.695,0.781,7,-5.578,0,0.0452,0.0185,3.12E-05,0.295,0.456,124.04,4
Nevada,71,208561,0.605,0.783,3,-4.271,1,0.0324,0.299,0.000175,0.133,0.105,124.015,4
Rise,71,194407,0.687,0.785,1,-4.65,1,0.0333,0.327,0,0.203,0.655,106.046,4
